# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct 20 15:34:28 2018
#
# CONSTRAINT:  where (pl_pnum > 1
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_angsep:      Calculated Angular Separation [mas]
# COLUMN pl_angseperr1:  Calculated Angular Separation Upper Unc. [mas]
# COLUMN pl_angseperr2:  Calculated Angular Separation Lower Unc. [mas]
# COLUMN pl_orbtper:     Time of Periastron [days]
# COLUMN pl_orbtpererr1: Time of Periastron Upper Unc. [days]
# COLUMN pl_orbtpererr2: Time of Periastron Lower Unc. [days]
# COLUMN pl_orbtperlim:  Time of Periastron Limit Flag
# COLUMN pl_orblper:     Long. of Periastron [deg]
# COLUMN pl_orblpererr1: Long. of Periastron Upper Unc. [deg]
# COLUMN pl_orblpererr2: Long. of Periastron Lower Unc. [deg]
# COLUMN pl_orblperlim:  Long. of Periastron Limit Flag
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity Amplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_msinijerr1:  Planet M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_msinijerr2:  Planet M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_msinijlim:   Planet M*sin(i) Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_tsystemref:  Time System Reference
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_angsep,pl_angseperr1,pl_angseperr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_facility,st_dens,st_denserr1,st_denserr2,st_denslim
2264,Kepler-246,c,Kepler-246 c,Transit,2,11.18716100,0.00007500,-0.00007500,0,0.095000,,,0,,,,,,,,,,,,,,0.134,0.068,-0.068,0,,,,,0,1,0,1,19h45m56.02s,296.483427,+42d39m48.3s,42.663429,736.00,102.88,-65.83,0,15.024,,0,Kepler-band,15.042,,0,5206.00,200.00,-200.00,0,,,,,0.83,0.42,-0.42,0,2014-05-14,1.29000e-01,1.480000e-02,-1.480000e-02,,,,,,,,,,,,,,,,,,,,,2454970.181720,0.004150,-0.004150,0,BJD,Kepler,,,,
2265,Kepler-247,b,Kepler-247 b,Transit,3,3.33616000,0.00000700,-0.00000700,0,0.042000,,,0,,,,,,,,,,,,,,0.146,0.041,-0.041,0,,,,,1,1,0,1,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,667.00,39.68,-33.01,0,15.067,,0,Kepler-band,15.047,,0,5100.00,200.00,-200.00,0,,,,,0.77,0.21,-0.21,0,2014-05-14,6.30000e-02,3.430000e-03,-3.430000e-03,,,,,,,,,,,,,,,,,,,,,2454968.312900,0.001180,-0.001180,0,BJD,Kepler,,,,
2266,Kepler-247,c,Kepler-247 c,Transit,3,9.43945200,0.00000700,-0.00000700,0,0.084000,,,0,,,,,,,,,,,,,,0.365,0.102,-0.102,0,,,,,1,1,0,1,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,667.00,39.68,-33.01,0,15.067,,0,Kepler-band,15.047,,0,5100.00,200.00,-200.00,0,,,,,0.77,0.21,-0.21,0,2014-05-14,1.26000e-01,6.900000e-03,-6.900000e-03,,,,,,,,,,,,,,,,,,,,,2455010.185360,0.000420,-0.000420,0,BJD,Kepler,,,,
2267,Kepler-247,d,Kepler-247 d,Transit,3,20.47791200,0.00002600,-0.00002600,0,0.140000,,,0,,,,,,,,,,,,,,0.352,0.098,-0.098,0,,,,,1,1,0,1,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,667.00,39.68,-33.01,0,15.067,,0,Kepler-band,15.047,,0,5100.00,200.00,-200.00,0,,,,,0.77,0.21,-0.21,0,2014-05-14,2.10000e-01,1.140000e-02,-1.140000e-02,,,,,,,,,,,,,,,,,,,,,2455011.667980,0.000680,-0.000680,0,BJD,Kepler,,,,
2268,Kepler-248,b,Kepler-248 b,Transit,2,6.30820500,0.00001000,-0.00001000,0,0.066000,,,0,,,,,,,,,,,,,,0.269,0.032,-0.032,0,,,,,0,1,0,1,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,800.00,19.27,-18.07,0,15.258,,0,Kepler-band,15.233,,0,5190.00,161.00,-161.00,0,,,,,0.83,0.10,-0.10,0,2014-05-14,8.25000e-02,1.930000e-03,-1.930000e-03,,,,,,,,,,,,,,,,,,,,,2455007.046570,0.000890,-0.000890,0,BJD,Kepler,,,,
2269,Kepler-248,c,Kepler-248 c,Transit,2,16.23949400,0.00002400,-0.00002400,0,0.123000,,,0,,,,,,,,,,,,,,0.363,0.044,-0.044,0,,,,,0,1,0,1,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,800.00,19.27,-18.07,0,15.258,,0,Kepler-band,15.233,,0,5190.00,161.00,-161.00,0,,,,,0.83,0.10,-0.10,0,2014-05-14,1.54000e-01,3.600000e-03,-3.600000e-03,,,,,,,,,,,,,,,,,,,,,2455008.569010,0.000790,-0.000790,0,BJD,Kepler,,,,
2270,Kepler-249,b,Kepler-249 b,Transit,3,3.30653900,0.00001000,-0.00001000,0,0.035000,,,0,,,,,,,,,,,,,,0.097,0.004,-0.004,0,,,,,0,1,0,1,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,133.00,11.24,-12.97,0,15.234,,0,Kepler-band,15.230,,0,3568.00,150.00,-150.00,0,,,,,0.48,0.02,-0.02,0,2014-05-14,2.63000e-01,2.390000e-02,-2.390000e-02,,,,,,,,,,,,,,,,,,,,,2454967.371000,0.001730,-0.001730,0,BJD,Kepler,,,,
2271,Kepler-249,c,Kepler-249 c,Transit,3,7.11370200,0.00001800,-0.00001800,0,0.058000,,,0,,,,,,,,,,,,,,0.135,0.008,-0.008,0,,,,,0,1,0,1,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,133.00,11.24,-12.97,0,15.234,,0,Kepler-band,15.230,,0,3568.00,150.00,-150.00,0,,,,,0.48,0.02,-0.02,0,2014-05-14,4.36000e-01,3.970000e-02,-3.970000e-02,,,,,,,,,,,,,,,,,,,,,2455007.324590,0.001400,-0.001400,0,BJD,Kepler,,,,
2272,Kepler-249,d,Kepler-249 d,Transit,3,15.36845900,0.00007000,-0.00007000,0,0.097000,,,0,,,,,,,,,,,,,,0.140,0.012,-0.012,0,,,,,0,1,0,1,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,133.00,11.24,-12.97,0,15.234,,0,Kepler-band,15.230,,0,3568.00,150.00,-150.00,0,,,,,0.48,0.02,-0.02,0,2014-05-14,7.29000e-01,6.640000e-02,-6.640000e-02,,,,,,,,,,,,,,,,,,,,,2454980.388890,0.002540,-0.002540,0,BJD,Kepler,,,,
2273,Kepler-25,b,Kepler-25 b,Transit,3,6.23850000,,,0,,,,,,,,,,,,,0.03020,0.01321,-0.01321,0,Mass,0.242,0.004,-0.004,0,2.50000,1.10000,-1.10000,0,1,1,0,1,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,1.41,-1.41,0,10.734,,0,Kepler-band,10.632,,0,6270.00,79.00,-79.00,0,1.19,0.06,-0.06,0,1.31,0.02,-0.02,0,2016-10-27,,,,,,,,,,,,2.800,1.200,-1.200,0,0.03020,0.01321,-0.01321,0,,,,,2455004.705410,,,0,BJD,Kepler,0.7500,0.0100,-0.0100,0
2274,Kepler-25,c,Kepler-25 c,Transit,3,12.72040000,,,0,,,,,,,,,,,,,0.07740,0.01793,-0.01793,0,Mass,0.464,0.008,-0.008,0,0.90000,0.21000,-0.21000,0,1,1,0,1,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,1.41,-1.41,0,10.734,,0,Kepler-band,10.632,,0,6270.00,79.00,-79.00,0,1.19,0.06,-0.06,0,1.31,0.02,-0.02,0,2016-10-27,,,,,,,,,,,,5.630,1.300,-1.300,0,0.07740,0.01793,-0.01793,0,,,,,2455011.527300,,,0,BJD,Kepler,0.7500,0.0100,-0.0100,0
2275,Kepler-25,d,Kepler-25 d,Radial Velocity,3,123.00000000,2.00000000,-2.00000000,0,,,,,,,,,,,,,0.28300,0.04300,-0.04300,0,Mass,,,,,,,,,0,1,0,0,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,1.41,-1.41,0,10.734,,0,Kepler-band,10.632,,0,6270.00,79.00,-79.00,0,1.19,0.06,-0.06,0,1.31,0.02,-0.02,0,2014-05-14,,,,,,,,,,,,9.670,1.500,-1.500,0,0.28300,0.04300,-0.04300,0,,,,,,,,,,W. M. Keck Observatory,0.7500,0.0100,-0.0100,0
2276,Kepler-250,b,Kepler-250 b,Transit,3,4.14814100,0.00004600,-0.00004600,0,0.048000,,,0,,,,,,,,,,,,,,0.101,0.061,-0.061,0,,,,,0,1,0,1,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,788.00,40.22,-34.23,0,15.460,,0,Kepler-band,15.414,,0,5160.00,200.00,-200.00,0,,,,,0.81,0.46,-0.46,0,2014-05-14,6.09000e-02,2.880000e-03,-2.880000e-03,,,,,,,,,,,,,,,,,,,,,2454966.390950,0.006720,-0.006720,0,BJD,Kepler,,,,
2277,Kepler-250,c,Kepler-250 c,Transit,3,7.15680400,0.00002200,-0.00002200,0,0.069000,,,0,,,,,,,,,,,,,,0.203,0.117,-0.117,0,,,,,0,1,0,1,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,788.00,40.22,-34.23,0,15.460,,0,Kepler-band,15.414,,0,5160.00,200.00,-200.00,0,,,,,0.81,0.46,-0.46,0,2014-05-14,8.76000e-02,4.140000e-03,-4.140000e-03,,,,,,,,,,,,,,,,,,,,,2455007.136280,0.001670,-0.001670,0,BJD,Kepler,,,,
2278,Kepler-250,d,Kepler-250 d,Transit,3,17.64831200,0.00008100,-0.00008100,0,0.127000,,,0,,,,,,,,,,,,,,0.194,0.112,-0.112,0,,,,,0,1,0,1,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,788.00,40.22,-34.23,0,15.460,,0,Kepler-band,15.414,,0,5160.00,200.00,-200.00,0,,,,,0.81,0.46,-0.46,0,2014-05-14,1.61000e-01,7.600000e-03,-7.600000e-03,,,,,,,,,,,,,,,,,,,,,2454966.545000,0.002970,-0.002970,0,BJD,Kepler,,,,
2279,Kepler-251,b,Kepler-251 b,Transit,4,4.79093600,0.00003700,-0.00003700,0,0.053000,,,0,,,,,,,,,,,,,,0.119,0.021,-0.021,0,,,,,0,1,0,1,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,1014.00,61.20,-52.33,0,15.223,,0,Kepler-band,15.216,,0,5526.00,100.00,-100.00,0,,,,,0.89,0.15,-0.15,0,2014-05-14,5.23000e-02,2.930000e-03,-2.930000e-03,,,,,,,,,,,,,,,,,,,,,2454969.311480,0.004580,-0.004580,0,BJD,Kepler,,,,
2280,Kepler-251,c,Kepler-251 c,Transit,4,16.51404300,0.00005400,-0.00005400,0,0.122000,,,0,,,,,,,,,,,,,,0.247,0.044,-0.044,0,,,,,0,1,0,1,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,1014.00,61.20,-52.33,0,15.223,,0,Kepler-band,15.216,,0,5526.00,100.00,-100.00,0,,,,,0.89,0.15,-0.15,0,2014-05-14,1.20000e-01,6.700000e-03,-6.700000e-03,,,,,,,,,,,,,,,,,,,,,2455009.116320,0.001810,-0.001810,0,BJD,Kepler,,,,
2281,Kepler-251,d,Kepler-251 d,Transit,4,30.13300100,0.00016100,-0.00016100,0,0.182000,,,0,,,,,,,,,,,,,,0.247,0.044,-0.044,0,,,,,0,1,0,1,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,1014.00,61.20,-52.33,0,15.223,,0,Kepler-band,15.216,,0,5526.00,100.00,-100.00,0,,,,,0.89,0.15,-0.15,0,2014-05-14,1.79000e-01,1.000000e-02,-1.000000e-02,,,,,,,,,,,,,,,,,,,,,2455023.383220,0.003010,-0.003010,0,BJD,Kepler,,,,
2282,Kepler-251,e,Kepler-251 e,Transit,4,99.64016100,0.00107400,-0.00107400,0,0.404000,,,0,,,,,,,,,,,,,,0.247,0.044,-0.044,0,,,,,0,1,0,1,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,1014.00,61.20,-52.33,0,15.223,,0,Kepler-band,15.216,,0,5526.00,100.00,-100.00,0,,,,,0.89,0.15,-0.15,0,2014-05-14,3.98000e-01,2.230000e-02,-2.230000e-02,,,,,,,,,,,,,,,,,,,,,2455031.693120,0.005190,-0.005190,0,BJD,Kepler,,,,
2283,Kepler-252,b,Kepler-252 b,Transit,2,6.66839100,0.00003100,-0.00003100,0,0.058000,,,0,,,,,,,,,,,,,,0.110,0.011,-0.011,0,,,,,0,1,0,1,19h42m19.04s,295.579345,+44d32m45.5s,44.545963,391.00,19.96,-22.27,0,15.058,,0,Kepler-band,15.029,,0,4208.00,150.00,-150.00,0,,,,,0.55,0.03,-0.03,0,2014-05-14,1.48000e-01,8.000000e-03,-8.000000e-03,,,,,,,,,,,,,,,,,,,,,2454970.434830,0.002710,-0.002710,0,BJD,Kepler,,,,
2284,Kepler-252,c,Kepler-252 c,Transit,2,10.84846300,0.00001500,-0.00001500,0,0.080000,,,0,,,,,,,,,,,,,,0.192,0.012,-0.012,0,,,,,0,1,0,1,19h42m19.04s,295.579345,+44d32m45.5s,44.545963,391.00,19.96,-22.27,0,15.058,,0,Kepler-band,15.029,,0,4208.00,150.00,-150.00,0,,,,,0.55,0.03,-0.03,0,2014-05-14,2.05000e-01,1.100000e-02,-1.100000e-02,,,,,,,,,,,,,,,,,,,,,2455004.804320,0.000810,-0.000810,0,BJD,Kepler,,,,
2285,Kepler-253,b,Kepler-253 b,Transit,3,3.78398600,0.00001700,-0.00001700,0,0.046000,,,0,,,,,,,,,,,,,,0.145,0.060,-0.060,0,,,,,0,1,0,1,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,849.00,54.91,-48.62,0,15.532,,0,Kepler-band,15.512,,0,5208.00,200.00,-200.00,0,,,,,0.79,0.32,-0.32,0,2014-05-14,5.42000e-02,3.300000e-03,-3.300000e-03,,,,,,,,,,,,,,,,,,,,,2454966.280360,0.002780,-0.002780,0,BJD,Kepler,,,,
2286,Kepler-253,c,Kepler-253 c,Transit,3,10.28195100,0.00003200,-0.00003200,0,0.089000,,,0,,,,,,,,,,,,,,0.236,0.099,-0.099,0,,,,,0,1,0,1,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,849.00,54.91,-48.62,0,15.532,,0,Kepler-band,15.512,,0,5208.00,200.00,-200.00,0,,,,,0.79,0.32,-0.32,0,2014-05-14,1.05000e-01,6.400000e-03,-6.400000e-03,,,,,,,,,,,,,,,,,,,,,2455008.339820,0.001640,-0.001640,0,BJD,Kepler,,,,
2287,Kepler-253,d,Kepler-253 d,Transit,3,18.11986900,0.00006600,-0.00006600,0,0.130000,,,0,,,,,,,,,,,,,,0.283,0.116,-0.116,0,,,,,0,1,0,1,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,849.00,54.91,-48.62,0,15.532,,0,Kepler-band,15.512,,0,5208.00,200.00,-200.00,0,,,,,0.79,0.32,-0.32,0,2014-05-14,1.53000e-01,9.300000e-03,-9.300000e-03,,,,,,,,,,,,,,,,,,,,,2455015.616200,0.001950,-0.001950,0,BJD,Kepler,,,,
2288,Kepler-254,b,Kepler-254 b,Transit,3,5.82666200,0.00001000,-0.00001000,0,0.064000,,,0,,,,,,,,,,,,,,0.345,0.165,-0.165,0,,,,,0,1,0,1,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,1366.00,141.26,-97.34,0,15.843,,0,Kepler-band,15.838,,0,5957.00,200.00,-200.00,0,,,,,0.91,0.43,-0.43,0,2014-05-14,4.69000e-02,4.090000e-03,-4.090000e-03,,,,,,,,,,,,,,,,,,,,,2455006.010390,0.001010,-0.001010,0,BJD,Kepler,,,,
2289,Kepler-254,c,Kepler-254 c,Transit,3,12.41218300,0.00008200,-0.00008200,0,0.105000,,,0,,,,,,,,,,,,,,0.192,0.092,-0.092,0,,,,,0,1,0,1,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,1366.00,141.26,-97.34,0,15.843,,0,Kepler-band,15.838,,0,5957.00,200.00,-200.00,0,,,,,0.91,0.43,-0.43,0,2014-05-14,7.69000e-02,6.710000e-03,-6.710000e-03,,,,,,,,,,,,,,,,,,,,,2454975.539380,0.003890,-0.003890,0,BJD,Kepler,,,,
2290,Kepler-254,d,Kepler-254 d,Transit,3,18.74647700,0.00012100,-0.00012100,0,0.139000,,,0,,,,,,,,,,,,,,0.223,0.106,-0.106,0,,,,,0,1,0,1,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,1366.00,141.26,-97.34,0,15.843,,0,Kepler-band,15.838,,0,5957.00,200.00,-200.00,0,,,,,0.91,0.43,-0.43,0,2014-05-14,1.02000e-01,8.900000e-03,-8.900000e-03,,,,,,,,,,,,,,,,,,,,,2454980.129090,0.003840,-0.003840,0,BJD,Kepler,,,,
2291,Kepler-255,b,Kepler-255 b,Transit,3,5.71460600,0.00005200,-0.00005200,0,0.063000,,,0,,,,,,,,,,,,,,0.138,0.055,-0.055,0,,,,,0,1,0,1,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,1011.00,92.94,-73.69,0,15.596,,0,Kepler-band,15.528,,0,5573.00,200.00,-200.00,0,,,,,0.93,0.37,-0.37,0,2014-05-14,6.23000e-02,5.140000e-03,-5.140000e-03,,,,,,,,,,,,,,,,,,,,,2454965.640350,0.006000,-0.006000,0,BJD,Kepler,,,,
2292,Kepler-255,c,Kepler-255 c,Transit,3,9.94604700,0.00003500,-0.00003500,0,0.092000,,,0,,,,,,,,,,,,,,0.267,0.105,-0.105,0,,,,,0,1,0,1,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,1011.00,92.94,-73.69,0,15.596,,0,Kepler-band,15.528,,0,5573.00,200.00,-200.00,0,,,,,0.93,0.37,-0.37,0,2014-05-14,9.10000e-02,7.500000e-03,-7.500000e-03,,,,,,,,,,,,,,,,,,,,,2455004.700160,0.002100,-0.002100,0,BJD,Kepler,,,,
2293,Kepler-255,d,Kepler-255 d,Transit,3,1.04562266,0.00000267,-0.00000267,0,,,,,,,,,,,,,,,,,,0.118,0.012,-0.009,0,,,,,0,1,0,1,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,1011.00,92.94,-73.69,0,15.596,,0,Kepler-band,15.528,,0,5573.00,200.00,-200.00,0,,,,,0.93,0.37,-0.37,0,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,2454966.918210,0.002160,-0.002160,0,JD,Kepler,,,,
2294,Kepler-256,b,Kepler-256 b,Transit,4,1.62049300,0.00000900,-0.00000900,0,0.027000,,,0,,,,,,,,,,,,,,0.142,0.035,-0.035,0,,,,,0,1,0,1,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1181.00,193.47,-165.72,0,15.065,,0,Kepler-band,15.015,,0,5551.00,111.00,-111.00,0,,,,,1.30,0.32,-0.32,0,2014-05-14,2.29000e-02,3.480000e-03,-3.480000e-03,,,,,,,,,,,,,,,,,,,,,2454965.067760,0.003390,-0.003390,0,BJD,Kepler,,,,
2295,Kepler-256,c,Kepler-256 c,Transit,4,3.38802000,0.00001600,-0.00001600,0,0.045000,,,0,,,,,,,,,,,,,,0.192,0.047,-0.047,0,,,,,0,1,0,1,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1181.00,193.47,-165.72,0,15.065,,0,Kepler-band,15.015,,0,5551.00,111.00,-111.00,0,,,,,1.30,0.32,-0.32,0,2014-05-14,3.81000e-02,5.790000e-03,-5.790000e-03,,,,,,,,,,,,,,,,,,,,,2455003.532210,0.002520,-0.002520,0,BJD,Kepler,,,,
2296,Kepler-256,d,Kepler-256 d,Transit,4,5.83917200,0.00003100,-0.00003100,0,0.064000,,,0,,,,,,,,,,,,,,0.221,0.056,-0.056,0,,,,,0,1,0,1,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1181.00,193.47,-165.72,0,15.065,,0,Kepler-band,15.015,,0,5551.00,111.00,-111.00,0,,,,,1.30,0.32,-0.32,0,2014-05-14,5.42000e-02,8.240000e-03,-8.240000e-03,,,,,,,,,,,,,,,,,,,,,2454965.088450,0.003180,-0.003180,0,BJD,Kepler,,,,
2297,Kepler-256,e,Kepler-256 e,Transit,4,10.68157200,0.00006600,-0.00006600,0,0.096000,,,0,,,,,,,,,,,,,,0.210,0.052,-0.052,0,,,,,0,1,0,1,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1181.00,193.47,-165.72,0,15.065,,0,Kepler-band,15.015,,0,5551.00,111.00,-111.00,0,,,,,1.30,0.32,-0.32,0,2014-05-14,8.13000e-02,1.240000e-02,-1.240000e-02,,,,,,,,,,,,,,,,,,,,,2454964.554930,0.003810,-0.003810,0,BJD,Kepler,,,,
2298,Kepler-257,b,Kepler-257 b,Transit,3,2.38266700,0.00000600,-0.00000600,0,0.034000,,,0,,,,,,,,,,,,,,0.233,0.117,-0.117,0,,,,,0,1,0,1,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,775.00,55.72,-47.41,0,15.471,,0,Kepler-band,15.422,,0,5180.00,200.00,-200.00,0,,,,,1.04,0.52,-0.52,0,2014-05-14,4.39000e-02,2.920000e-03,-2.920000e-03,,,,,,,,,,,,,,,,,,,,,2455003.663300,0.001250,-0.001250,0,BJD,Kepler,,,,
